id;zip;city;state
5281;29306;cachoeiro de itapemirim;ES
5282;29307;cachoeiro de itapemirim;ES
5283;29308;cachoeiro de itapemirim;ES
5284;29309;cachoeiro de itapemirim;ES
5285;29310;cachoeiro de itapemirim;ES
5286;29311;cachoeiro de itapemirim;ES
5287;29312;cachoeiro de itapemirim;ES
5288;29313;cachoeiro de itapemirim;ES
5289;29314;cachoeiro de itapemirim;ES
5290;29315;cachoeiro de itapemirim;ES
5291;29316;cachoeiro de itapemirim;ES
5292;29321;vargem grande do soturno;ES
5293;29325;itaoca;ES
5294;29338;itaipava;ES
5295;29345;marataizes;ES
5296;29350;presidente kennedy;ES
5297;29360;castelo;ES
5298;29370;conceicao do castelo;ES
5299;29375;venda nova do imigrante;ES
5300;29380;muniz freire;ES
5301;29386;piacu;ES
5302;29390;iuna;ES
5303;29395;ibatiba;ES
5304;29398;irupi;ES
5305;29400;mimoso do sul;ES
5306;29450;apiaca;ES
5307;29460;bom jesus do norte;ES
5308;29470;sao jose do calcado;ES
5309;29480;muqui;ES
5310;29490;atilio vivacqua;ES
5311;29500;alegre;ES
5312;29510;celina;ES
5313;29550;jeronimo monteiro;ES
5314;29560;guacui;ES
5315;29580;dores do rio preto;ES
5316;29600;afonso claudio;ES
5317;29630;brejetuba;ES
5318;29640;santa leopoldina;ES
5319;29645;santa maria de jetiba;ES
5320;29650;santa teresa;ES
5321;29654;santo antonio do canaa;ES
5322;29665;sao roque do canaa;ES
5323;29680;joao neiva;ES
5324;29690;itaguacu;ES
5325;29700;colatina;ES
5326;29702;colatina;ES
5327;29703;colatina;ES
5328;29704;colatina;ES
5329;29705;colatina;ES
5330;29706;colatina;ES
5331;29708;colatina;ES
5332;29730;baixo guandu;ES
5333;29735;quilometro 14 do mutum;ES
5334;29745;sao domingos do norte;ES
5335;29750;pancas;ES
5336;29760;alto rio novo;ES
5337;29770;mantenopolis;ES
5338;29780;sao gabriel da palha;ES
5339;29785;vila valerio;ES
5340;29800;barra de sao francisco;ES
5341;29820;agua doce do norte;ES
5342;29822;vila nelita;ES
5343;29830;nova venecia;ES
5344;29845;boa esperanca;ES
5345;29850;ecoporanga;ES
5346;29890;montanha;ES
5347;29900;linhares;ES
5348;29901;linhares;ES
5349;29903;linhares;ES
5350;29905;linhares;ES
5351;29906;linhares;ES
5352;29909;linhares;ES
5353;29920;rio bananal;ES
5354;29927;sooretama;ES
5355;29930;sao mateus;ES
5356;29934;sao mateus;ES
5357;29941;sao mateus;ES
5358;29942;sao mateus;ES
5359;29943;sao mateus;ES
5360;29945;sao mateus;ES
5361;29946;sao mateus;ES
5362;29949;sao mateus;ES
5363;29950;jaguare;ES
5364;29960;conceicao da barra;ES
5365;29967;braco do rio;ES
5366;29970;pedro canario;ES
5367;29980;pinheiros;ES
5368;29985;sao joao do sobrado;ES
5369;30110;belo horizonte;MG
5370;30112;belo horizonte;MG
5371;30120;belo horizonte;MG
5372;30130;belo horizonte;MG
5373;30140;belo horizonte;MG
5374;30150;belo horizonte;MG
5375;30160;belo horizonte;MG
5376;30170;belo horizonte;MG
5377;30180;belo horizonte;MG
5378;30190;belo horizonte;MG
5379;30210;belo horizonte;MG
5380;30220;belo horizonte;MG
5381;30230;belo horizonte;MG
5382;30240;belo horizonte;MG
5383;30260;belo horizonte;MG
5384;30270;belo horizonte;MG
5385;30280;belo horizonte;MG
5386;30285;belo horizonte;MG
5387;30290;belo horizonte;MG
5388;30295;belo horizonte;MG
5389;30310;belo horizonte;MG
5390;30315;belo horizonte;MG
5391;30320;belo horizonte;MG
5392;30330;belo horizonte;MG
5393;30350;belo horizonte;MG
5394;30360;belo horizonte;MG
5395;30380;belo horizonte;MG
5396;30390;belo horizonte;MG
5397;30411;belo horizonte;MG
5398;30421;belo horizonte;MG
5399;30431;belo horizonte;MG
5400;30441;belo horizonte;MG
5401;30455;belo horizonte;MG
5402;30492;belo horizonte;MG
5403;30493;belo horizonte;MG
5404;30494;belo horizonte;MG
5405;30510;belo horizonte;MG
5406;30512;belo horizonte;MG
5407;30514;belo horizonte;MG
5408;30516;belo horizonte;MG
5409;30520;belo horizonte;MG
5410;30525;belo horizonte;MG
5411;30530;belo horizonte;MG
5412;30532;belo horizonte;MG
5413;30535;belo horizonte;MG
5414;30550;belo horizonte;MG
5415;30555;belo horizonte;MG
5416;30570;belo horizonte;MG
5417;30575;belo horizonte;MG
5418;30590;belo horizonte;MG
5419;30610;belo horizonte;MG
5420;30620;belo horizonte;MG
5421;30622;belo horizonte;MG
5422;30624;belo horizonte;MG
5423;30626;belo horizonte;MG
5424;30627;belo horizonte;MG
5425;30640;belo horizonte;MG
5426;30642;belo horizonte;MG
5427;30644;belo horizonte;MG
5428;30660;belo horizonte;MG
5429;30662;belo horizonte;MG
5430;30664;belo horizonte;MG
5431;30666;belo horizonte;MG
5432;30668;belo horizonte;MG
5433;30672;belo horizonte;MG
5434;30690;belo horizonte;MG
5435;30692;belo horizonte;MG
5436;30710;belo horizonte;MG
5437;30720;belo horizonte;MG
5438;30730;belo horizonte;MG
5439;30750;belo horizonte;MG
5440;30770;belo horizonte;MG
5441;30775;belo horizonte;MG
5442;30810;belo horizonte;MG
5443;30820;belo horizonte;MG
5444;30830;belo horizonte;MG
5445;30840;belo horizonte;MG
5446;30850;belo horizonte;MG
5447;30855;belo horizonte;MG
5448;30870;belo horizonte;MG
5449;30880;belo horizonte;MG
5450;30881;belo horizonte;MG
5451;30882;belo horizonte;MG
5452;31010;belo horizonte;MG
5453;31015;belo horizonte;MG
5454;31030;belo horizonte;MG
5455;31035;belo horizonte;MG
5456;31050;belo horizonte;MG
5457;31060;belo horizonte;MG
5458;31070;belo horizonte;MG
5459;31080;belo horizonte;MG
5460;31110;belo horizonte;MG
5461;31130;belo horizonte;MG
5462;31140;belo horizonte;MG
5463;31150;belo horizonte;MG
5464;31155;belo horizonte;MG
5465;31160;belo horizonte;MG
5466;31170;belo horizonte;MG
5467;31210;belo horizonte;MG
5468;31230;belo horizonte;MG
5469;31235;belo horizonte;MG
5470;31250;belo horizonte;MG
5471;31255;belo horizonte;MG
5472;31260;belo horizonte;MG
5473;31270;belo horizonte;MG
5474;31275;belo horizonte;MG
5475;31310;belo horizonte;MG
5476;31320;belo horizonte;MG
5477;31330;belo horizonte;MG
5478;31340;belo horizonte;MG
5479;31360;belo horizonte;MG
5480;31365;belo horizonte;MG
5481;31510;belo horizonte;MG
5482;31515;belo horizonte;MG
5483;31520;belo horizonte;MG
5484;31525;belo horizonte;MG
5485;31530;belo horizonte;MG
5486;31535;belo horizonte;MG
5487;31540;belo horizonte;MG
5488;31550;belo horizonte;MG
5489;31560;belo horizonte;MG
5490;31565;belo horizonte;MG
5491;31570;belo horizonte;MG
5492;31573;belo horizonte;MG
5493;31575;belo horizonte;MG
5494;31578;belo horizonte;MG
5495;31580;belo horizonte;MG
5496;31615;belo horizonte;MG
5497;31630;belo horizonte;MG
5498;31640;belo horizonte;MG
5499;31650;belo horizonte;MG
5500;31655;belo horizonte;MG
5501;31660;belo horizonte;MG
5502;31680;belo horizonte;MG
5503;31710;belo horizonte;MG
5504;31720;belo horizonte;MG
5505;31730;belo horizonte;MG
5506;31741;belo horizonte;MG
5507;31742;belo horizonte;MG
5508;31744;belo horizonte;MG
5509;31746;belo horizonte;MG
5510;31748;belo horizonte;MG
5511;31749;belo horizonte;MG
5512;31810;belo horizonte;MG
5513;31812;belo horizonte;MG
5514;31814;belo horizonte;MG
5515;31840;belo horizonte;MG
5516;31842;belo horizonte;MG
5517;31870;belo horizonte;MG
5518;31872;belo horizonte;MG
5519;31910;belo horizonte;MG
5520;31920;belo horizonte;MG
5521;31930;belo horizonte;MG
5522;31950;belo horizonte;MG
5523;31970;belo horizonte;MG
5524;31980;belo horizonte;MG
5525;31985;belo horizonte;MG
5526;31990;belo horizonte;MG
5527;31995;belo horizonte;MG
5528;32010;contagem;MG
5529;32013;contagem;MG
5530;32015;contagem;MG
5531;32017;contagem;MG
5532;32040;contagem;MG
5533;32044;contagem;MG
5534;32050;contagem;MG
5535;32060;contagem;MG
5536;32070;contagem;MG
5537;32071;contagem;MG
5538;32072;contagem;MG
5539;32073;contagem;MG
5540;32110;contagem;MG
5541;32113;contagem;MG
5542;32115;contagem;MG
5543;32140;contagem;MG
5544;32143;contagem;MG
5545;32145;contagem;MG
5546;32146;contagem;MG
5547;32180;contagem;MG
5548;32183;contagem;MG
5549;32185;contagem;MG
5550;32187;contagem;MG
5551;32210;contagem;MG
5552;32220;contagem;MG
5553;32223;contagem;MG
5554;32230;contagem;MG
5555;32235;contagem;MG
5556;32240;contagem;MG
5557;32241;contagem;MG
5558;32260;contagem;MG
5559;32280;contagem;MG
5560;32285;contagem;MG
5561;32310;contagem;MG
5562;32315;contagem;MG
5563;32340;contagem;MG
5564;32341;contagem;MG
5565;32342;contagem;MG
5566;32370;contagem;MG
5567;32371;contagem;MG
5568;32400;ibirite;MG
5569;32404;ibirite;MG
5570;32405;ibirite;MG
5571;32410;ibirite;MG
5572;32412;ibirite;MG
5573;32415;ibirite;MG
5574;32419;ibirite;MG
5575;32423;ibirite;MG
5576;32425;ibirite;MG
5577;32450;sarzedo;MG
5578;32470;mario campos;MG
5579;32600;betim;MG
5580;32604;betim;MG
5581;32605;betim;MG
5582;32606;betim;MG
5583;32616;betim;MG
5584;32623;betim;MG
5585;32639;betim;MG
5586;32641;betim;MG
5587;32655;betim;MG
5588;32656;betim;MG
5589;32661;betim;MG
5590;32667;betim;MG
5591;32668;betim;MG
5592;32669;betim;MG
5593;32670;betim;MG
5594;32671;betim;MG
5595;32672;betim;MG
5596;32673;betim;MG
5597;32675;betim;MG
5598;32676;betim;MG
5599;32677;betim;MG
5600;32678;betim;MG
5601;32681;betim;MG
5602;32689;betim;MG
5603;32900;igarape;MG
5604;32920;sao joaquim de bicas;MG
5605;33010;santa luzia;MG
5606;33015;santa luzia;MG
5607;33016;santa luzia;MG
5608;33025;santa luzia;MG
5609;33030;santa luzia;MG
5610;33035;santa luzia;MG
5611;33040;santa luzia;MG
5612;33060;santa luzia;MG
5613;33110;santa luzia;MG
5614;33113;santa luzia;MG
5615;33115;santa luzia;MG
5616;33120;santa luzia;MG
5617;33125;santa luzia;MG
5618;33130;santa luzia;MG
5619;33140;santa luzia;MG
5620;33145;santa luzia;MG
5621;33170;santa luzia;MG
5622;33172;santa luzia;MG
5623;33200;vespasiano;MG
5624;33350;sao jose da lapa;MG
5625;33400;lagoa santa;MG
5626;33600;pedro leopoldo;MG
5627;33805;ribeirao das neves;MG
5628;33820;ribeirao das neves;MG
5629;33821;ribeirao das neves;MG
5630;33822;ribeirao das neves;MG
5631;33823;ribeirao das neves;MG
5632;33833;ribeirao das neves;MG
5633;33840;ribeirao das neves;MG
5634;33855;ribeirao das neves;MG
5635;33902;ribeirao das neves;MG
5636;33913;ribeirao das neves;MG
5637;33925;ribeirao das neves;MG
5638;33930;ribeirao das neves;MG
5639;33933;ribeirao das neves;MG
5640;33935;ribeirao das neves;MG
5641;33937;ribeirao das neves;MG
5642;33943;ribeirao das neves;MG
5643;33980;taquaracu de minas;MG
5644;34000;nova lima;MG
5645;34001;nova lima;MG
5646;34002;nova lima;MG
5647;34003;nova lima;MG
5648;34004;nova lima;MG
5649;34006;nova lima;MG
5650;34007;nova lima;MG
5651;34008;nova lima;MG
5652;34011;nova lima;MG
5653;34012;nova lima;MG
5654;34018;nova lima;MG
5655;34300;rio acima;MG
5656;34400;raposos;MG
5657;34505;sabara;MG
5658;34515;sabara;MG
5659;34525;sabara;MG
5660;34585;sabara;MG
5661;34600;sabara;MG
5662;34650;sabara;MG
5663;34700;sabara;MG
5664;34710;sabara;MG
5665;34800;caete;MG
5666;35010;governador valadares;MG
5667;35012;governador valadares;MG
5668;35020;governador valadares;MG
5669;35024;governador valadares;MG
5670;35030;governador valadares;MG
5671;35032;governador valadares;MG
5672;35040;governador valadares;MG
5673;35041;governador valadares;MG
5674;35042;governador valadares;MG
5675;35043;governador valadares;MG
5676;35044;governador valadares;MG
5677;35051;governador valadares;MG
5678;35053;governador valadares;MG
5679;35057;governador valadares;MG
5680;35058;governador valadares;MG
5681;35059;governador valadares;MG
5682;35060;governador valadares;MG
5683;35112;frei inocencio;MG
5684;35114;pescador;MG
5685;35118;periquito;MG
5686;35123;capitao andrade;MG
5687;35125;tumiritinga;MG
5688;35138;alpercata;MG
5689;35160;ipatinga;MG
5690;35162;ipatinga;MG
5691;35164;ipatinga;MG
5692;35170;coronel fabriciano;MG
5693;35171;coronel fabriciano;MG
5694;35179;santana do paraiso;MG
5695;35180;timoteo;MG
5696;35181;timoteo;MG
5697;35182;timoteo;MG
5698;35184;timoteo;MG
5699;35188;jaguaracu;MG
5700;35189;braunas;MG
5701;35195;belo oriente;MG
5702;35196;perpetuo socorro;MG
5703;35198;ipaba;MG
5704;35200;aimores;MG
5705;35225;santa rita do itueto;MG
5706;35230;resplendor;MG
5707;35238;campo alegre de minas;MG
5708;35240;conselheiro pena;MG
5709;35248;goiabeira;MG
5710;35270;mendes pimentel;MG
5711;35275;sao felix de minas;MG
5712;35280;itabirinha;MG
5713;35290;mantena;MG
5714;35300;caratinga;MG
5715;35302;caratinga;MG
5716;35304;caratinga;MG
5717;35311;sapucaia;MG
5718;35323;imbe de minas;MG
5719;35325;piedade de caratinga;MG
5720;35330;inhapim;MG
5721;35335;sao domingos das dores;MG
5722;35340;bom jesus do galho;MG
5723;35348;pingo-d'agua;MG
5724;35350;raul soares;MG
5725;35359;vermelho novo;MG
5726;35360;sao pedro dos ferros;MG
5727;35365;abre campo;MG
5728;35367;matipo;MG
5729;35368;sericita;MG
5730;35380;urucania;MG
5731;35400;ouro preto;MG
5732;35410;cachoeira do campo;MG
5733;35420;mariana;MG
5734;35430;ponte nova;MG
5735;35438;acaiaca;MG
5736;35442;rio doce;MG
5737;35450;itabirito;MG
5738;35460;brumadinho;MG
5739;35485;rio manso;MG
5740;35490;entre rios de minas;MG
5741;35495;sao bras do suacui;MG
5742;35498;jeceaba;MG
5743;35500;divinopolis;MG
5744;35501;divinopolis;MG
5745;35502;divinopolis;MG
5746;35503;divinopolis;MG
5747;35519;nova serrana;MG
5748;35530;claudio;MG
5749;35534;carmopolis de minas;MG
5750;35537;passa tempo;MG
5751;35540;oliveira;MG
5752;35541;morro do ferro;MG
5753;35543;sao francisco de paula;MG
5754;35545;perdigao;MG
5755;35547;carmo da mata;MG
5756;35550;itapecerica;MG
5757;35557;carmo do cajuru;MG
5758;35560;santo antonio do monte;MG
5759;35570;formiga;MG
5760;35580;japaraiba;MG
5761;35582;pains;MG
5762;35588;arcos;MG
5763;35590;lagoa da prata;MG
5764;35595;luz;MG
5765;35600;bom despacho;MG
5766;35603;araujos;MG
5767;35604;moema;MG
5768;35606;martinho campos;MG
5769;35610;dores do indaia;MG
5770;35613;estrela do indaia;MG
5771;35620;abaete;MG
5772;35622;paineiras;MG
5773;35624;cedro do abaete;MG
5774;35628;morada nova de minas;MG
5775;35640;pompeu;MG
5776;35650;pitangui;MG
5777;35660;para de minas;MG
5778;35661;para de minas;MG
5779;35667;pequi;MG
5780;35668;conceicao do para;MG
5781;35669;papagaios;MG
5782;35670;mateus leme;MG
5783;35672;azurita;MG
5784;35675;juatuba;MG
5785;35680;itauna;MG
5786;35681;itauna;MG
5787;35690;florestal;MG
5788;35698;antunes;MG
5789;35700;sete lagoas;MG
5790;35701;sete lagoas;MG
5791;35702;sete lagoas;MG
5792;35720;matozinhos;MG
5793;35738;prudente de morais;MG
5794;35740;esmeraldas;MG
5795;35763;inhauma;MG
5796;35770;caetanopolis;MG
5797;35774;paraopeba;MG
5798;35785;santana de pirapama;MG
5799;35790;curvelo;MG
5800;35800;ferros;MG
5801;35860;conceicao do mato dentro;MG
5802;35878;carmesia;MG
5803;35880;santo antonio do rio abaixo;MG
5804;35894;dores de guanhaes;MG
5805;35900;itabira;MG
5806;35901;itabira;MG
5807;35902;itabira;MG
5808;35903;itabira;MG
5809;35920;nova era;MG
5810;35930;joao monlevade;MG
5811;35931;joao monlevade;MG
5812;35935;sao goncalo do rio abaixo;MG
5813;35940;rio piracicaba;MG
5814;35950;alvinopolis;MG
5815;35955;fonseca;MG
5816;35960;santa barbara;MG
5817;35969;catas altas;MG
5818;35970;barao de cocais;MG
5819;35975;cocais;MG
5820;35986;sao jose do goiabal;MG
5821;35995;sao domingos do prata;MG
5822;36010;juiz de fora;MG
5823;36013;juiz de fora;MG
5824;36015;juiz de fora;MG
5825;36016;juiz de fora;MG
5826;36020;juiz de fora;MG
5827;36021;juiz de fora;MG
5828;36025;juiz de fora;MG
5829;36026;juiz de fora;MG
5830;36030;juiz de fora;MG
5831;36031;juiz de fora;MG
5832;36032;juiz de fora;MG
5833;36033;juiz de fora;MG
5834;36035;juiz de fora;MG
5835;36036;juiz de fora;MG
5836;36037;juiz de fora;MG
5837;36045;juiz de fora;MG
5838;36046;juiz de fora;MG
5839;36047;juiz de fora;MG
5840;36048;juiz de fora;MG
5841;36050;juiz de fora;MG
5842;36051;juiz de fora;MG
5843;36052;juiz de fora;MG
5844;36060;juiz de fora;MG
5845;36061;juiz de fora;MG
5846;36062;juiz de fora;MG
5847;36070;juiz de fora;MG
5848;36071;juiz de fora;MG
5849;36072;juiz de fora;MG
5850;36080;juiz de fora;MG
5851;36081;juiz de fora;MG
5852;36083;juiz de fora;MG
5853;36085;juiz de fora;MG
5854;36087;juiz de fora;MG
5855;36088;juiz de fora;MG
5856;36090;juiz de fora;MG
5857;36092;juiz de fora;MG
5858;36110;chacara;MG
5859;36120;matias barbosa;MG
5860;36150;rio novo;MG
5861;36152;goiana;MG
5862;36160;guarani;MG
5863;36165;tabuleiro;MG
5864;36170;pirauba;MG
5865;36190;merces;MG
5866;36195;paiva;MG
5867;36200;barbacena;MG
5868;36201;barbacena;MG
5869;36202;barbacena;MG
5870;36204;barbacena;MG
5871;36205;barbacena;MG
5872;36212;barroso;MG
5873;36213;dores de campos;MG
5874;36220;antonio carlos;MG
5875;36235;santa rita do ibitipoca;MG
5876;36240;santos dumont;MG
5877;36264;vitorinos;MG
5878;36270;ressaquinha;MG
5879;36272;alfredo vasconcelos;MG
5880;36275;senhora dos remedios;MG
5881;36280;carandai;MG
5882;36300;sao joao del rei;MG
5883;36301;sao joao del rei;MG
5884;36302;sao joao del rei;MG
5885;36305;sao joao del rei;MG
5886;36307;sao joao del rei;MG
5887;36309;sao joao del rei;MG
5888;36325;tiradentes;MG
5889;36335;ritapolis;MG
5890;36340;resende costa;MG
5891;36345;lagoa dourada;MG
5892;36370;nazareno;MG
5893;36400;conselheiro lafaiete;MG
5894;36408;conselheiro lafaiete;MG
5895;36415;congonhas;MG
5896;36420;ouro branco;MG
5897;36426;cristiano otoni;MG
5898;36455;lamim;MG
5899;36460;rio espera;MG
5900;36470;senhora de oliveira;MG
5901;36480;piranga;MG
5902;36500;uba;MG
5903;36501;uba;MG
5904;36502;uba;MG
5905;36504;uba;MG
5906;36510;rodeiro;MG
5907;36512;tocantins;MG
5908;36520;visconde do rio branco;MG
5909;36525;guiricema;MG
5910;36530;sao geraldo;MG
5911;36540;senador firmino;MG
5912;36544;paula candido;MG
5913;36550;coimbra;MG
5914;36555;ervalia;MG
5915;36570;vicosa;MG
5916;36576;porto firme;MG
5917;36580;teixeiras;MG
5918;36590;sao miguel do anta;MG
5919;36600;bicas;MG
5920;36606;guarara;MG
5921;36620;santana do deserto;MG
5922;36640;mar de espanha;MG
5923;36660;alem paraiba;MG
5924;36670;santo antonio do aventureiro;MG
5925;36675;sao domingos;MG
5926;36680;sao joao nepomuceno;MG
5927;36690;descoberto;MG
5928;36700;leopoldina;MG
5929;36720;volta grande;MG
5930;36730;pirapetinga;MG
5931;36740;recreio;MG
5932;36770;cataguases;MG
5933;36772;cataguases;MG
5934;36773;cataguases;MG
5935;36774;cataguases;MG
5936;36780;astolfo dutra;MG
5937;36790;mirai;MG
5938;36800;carangola;MG
5939;36815;fervedouro;MG
5940;36820;divino;MG
5941;36830;espera feliz;MG
5942;36855;eugenopolis;MG
5943;36860;patrocinio do muriae;MG
5944;36880;muriae;MG
5945;36881;muriae;MG
5946;36883;muriae;MG
5947;36884;muriae;MG
5948;36886;muriae;MG
5949;36887;muriae;MG
5950;36889;muriae;MG
5951;36900;manhuacu;MG
5952;36918;sao joao do manhuacu;MG
5953;36923;luisburgo;MG
5954;36925;caputira;MG
5955;36930;simonesia;MG
5956;36940;santana do manhuacu;MG
5957;36955;mutum;MG
5958;36960;pocrane;MG
5959;36970;manhumirim;MG
5960;36972;martins soares;MG
5961;36976;alto jequitiba;MG
5962;36980;lajinha;MG
5963;36985;chale;MG
5964;37002;varginha;MG
5965;37004;varginha;MG
5966;37006;varginha;MG
5967;37010;varginha;MG
5968;37012;varginha;MG
5969;37014;varginha;MG
5970;37022;varginha;MG
5971;37026;varginha;MG
5972;37031;varginha;MG
5973;37036;varginha;MG
5974;37044;varginha;MG
5975;37048;varginha;MG
5976;37060;varginha;MG
5977;37062;varginha;MG
5978;37070;varginha;MG
5979;37110;eloi mendes;MG
5980;37120;paraguacu;MG
5981;37130;alfenas;MG
5982;37132;alfenas;MG
5983;37136;alfenas;MG
5984;37137;alfenas;MG
5985;37140;areado;MG
5986;37148;conceicao da aparecida;MG
5987;37150;carmo do rio claro;MG
5988;37165;campo do meio;MG
5989;37170;boa esperanca;MG
5990;37177;guape;MG
5991;37190;tres pontas;MG
5992;37195;santana da vargem;MG
5993;37200;lavras;MG
5994;37220;bom sucesso;MG
5995;37245;carrancas;MG
5996;37250;nepomuceno;MG
5997;37260;perdoes;MG
5998;37262;santo antonio do amparo;MG
5999;37270;campo belo;MG
6000;37275;cristais;MG
6001;37278;santana do jacare;MG
6002;37280;candeias;MG
6003;37300;andrelandia;MG
6004;37305;madre de deus de minas;MG
6005;37310;bom jardim de minas;MG
6006;37350;liberdade;MG
6007;37400;campanha;MG
6008;37405;monsenhor paulo;MG
6009;37408;sao thome das letras;MG
6010;37410;tres coracoes;MG
6011;37414;tres coracoes;MG
6012;37420;cambuquira;MG
6013;37440;caxambu;MG
6014;37443;baependi;MG
6015;37460;passa quatro;MG
6016;37464;itanhandu;MG
6017;37466;itamonte;MG
6018;37470;sao lourenco;MG
6019;37472;carmo de minas;MG
6020;37474;dom vicoso;MG
6021;37476;cristina;MG
6022;37478;soledade de minas;MG
6023;37480;lambari;MG
6024;37485;jesuania;MG
6025;37490;sao goncalo do sapucai;MG
6026;37496;turvolandia;MG
6027;37500;itajuba;MG
6028;37501;itajuba;MG
6029;37502;itajuba;MG
6030;37503;itajuba;MG
6031;37504;itajuba;MG
6032;37505;itajuba;MG
6033;37514;delfim moreira;MG
6034;37517;maria da fe;MG
6035;37527;conceicao das pedras;MG
6036;37530;brazopolis;MG
6037;37530;brasopolis;MG
6038;37540;santa rita do sapucai;MG
6039;37545;cachoeira de minas;MG
6040;37548;conceicao dos ouros;MG
6041;37550;pouso alegre;MG
6042;37551;pouso alegre;MG
6043;37552;pouso alegre;MG
6044;37553;pouso alegre;MG
6045;37554;pouso alegre;MG
6046;37555;pouso alegre;MG
6047;37556;pouso alegre;MG
6048;37557;pouso alegre;MG
6049;37558;pouso alegre;MG
6050;37560;pouso alegre;MG
6051;37561;pouso alegre;MG
6052;37564;borda da mata;MG
6053;37570;ouro fino;MG
6054;37580;monte siao;MG
6055;37582;careacu;MG
6056;37584;congonhal;MG
6057;37588;ipuiuna;MG
6058;37590;jacutinga;MG
6059;37600;cambui;MG
6060;37610;bom repouso;MG
6061;37615;senador amaral;MG
6062;37620;munhoz;MG
6063;37640;extrema;MG
6064;37650;camanducaia;MG
6065;37652;sao mateus de minas;MG
6066;37655;itapeva;MG
6067;37660;paraisopolis;MG
6068;37680;goncalves;MG
6069;37690;sapucai-mirim;MG
6070;37701;pocos de caldas;MG
6071;37704;pocos de caldas;MG
6072;37705;pocos de caldas;MG
6073;37706;pocos de caldas;MG
6074;37720;botelhos;MG
6075;37730;campestre;MG
6076;37740;bandeira do sul;MG
6077;37750;machado;MG
6078;37757;poco fundo;MG
6079;37775;santa rita de caldas;MG
6080;37780;caldas;MG
6081;37795;andradas;MG
6082;37800;guaxupe;MG
6083;37810;guaranesia;MG
6084;37815;santa cruz do prata;MG
6085;37820;arceburgo;MG
6086;37880;cabo verde;MG
6087;37890;muzambinho;MG
6088;37900;passos;MG
6089;37901;passos;MG
6090;37902;passos;MG
6091;37903;passos;MG
6092;37925;piumhii;MG
6093;37928;sao roque de minas;MG
6094;37930;capitolio;MG
6095;37940;alpinopolis;MG
6096;37945;sao jose da barra;MG
6097;37948;bom jesus da penha;MG
6098;37950;sao sebastiao do paraiso;MG
6099;37960;sao tomas de aquino;MG
6100;37965;jacui;MG
6101;37968;monte santo de minas;MG
6102;37970;pratapolis;MG
6103;37975;itau de minas;MG
6104;37980;cassia;MG
6105;38010;uberaba;MG
6106;38015;uberaba;MG
6107;38017;uberaba;MG
6108;38020;uberaba;MG
6109;38022;uberaba;MG
6110;38025;uberaba;MG
6111;38026;uberaba;MG
6112;38030;uberaba;MG
6113;38031;uberaba;MG
6114;38035;uberaba;MG
6115;38036;uberaba;MG
6116;38037;uberaba;MG
6117;38040;uberaba;MG
6118;38041;uberaba;MG
6119;38045;uberaba;MG
6120;38046;uberaba;MG
6121;38050;uberaba;MG
6122;38051;uberaba;MG
6123;38056;uberaba;MG
6124;38057;uberaba;MG
6125;38060;uberaba;MG
6126;38061;uberaba;MG
6127;38065;uberaba;MG
6128;38066;uberaba;MG
6129;38070;uberaba;MG
6130;38072;uberaba;MG
6131;38073;uberaba;MG
6132;38080;uberaba;MG
6133;38081;uberaba;MG
6134;38082;uberaba;MG
6135;38140;prata;MG
6136;38150;verissimo;MG
6137;38160;nova ponte;MG
6138;38170;perdizes;MG
6139;38175;santa juliana;MG
6140;38178;pedrinopolis;MG
6141;38180;araxa;MG
6142;38181;araxa;MG
6143;38182;araxa;MG
6144;38183;araxa;MG
6145;38184;araxa;MG
6146;38190;sacramento;MG
6147;38195;conquista;MG
6148;38200;frutal;MG
6149;38210;pirajuba;MG
6150;38230;fronteira;MG
6151;38240;itapagipe;MG
6152;38270;campina verde;MG
6153;38280;iturama;MG
6154;38288;uniao de minas;MG
6155;38295;limeira do oeste;MG
6156;38300;ituiutaba;MG
6157;38301;ituiutaba;MG
6158;38304;ituiutaba;MG
6159;38307;ituiutaba;MG
6160;38320;santa vitoria;MG
6161;38325;chaveslandia;MG
6162;38360;capinopolis;MG
6163;38370;cachoeira dourada;MG
6164;38380;canapolis;MG
6165;38400;uberlandia;MG
6166;38401;uberlandia;MG
6167;38402;uberlandia;MG
6168;38405;uberlandia;MG
6169;38406;uberlandia;MG
6170;38407;uberlandia;MG
6171;38408;uberlandia;MG
6172;38410;uberlandia;MG
6173;38411;uberlandia;MG
6174;38412;uberlandia;MG
6175;38413;uberlandia;MG
6176;38414;uberlandia;MG
6177;38415;uberlandia;MG
6178;38421;uberlandia;MG
6179;38425;uberlandia;MG
6180;38440;araguari;MG
6181;38441;araguari;MG
6182;38442;araguari;MG
6183;38443;araguari;MG
6184;38444;araguari;MG
6185;38445;araguari;MG
6186;38446;araguari;MG
6187;38447;araguari;MG
6188;38465;arapora;MG
6189;38475;monte alegre de minas;MG
6190;38480;tupaciguara;MG
6191;38500;monte carmelo;MG
6192;38540;abadia dos dourados;MG
6193;38550;coromandel;MG
6194;38600;paracatu;MG
6195;38610;unai;MG
6196;38627;palmital de minas;MG
6197;38640;riachinho;MG
6198;38660;buritis;MG
6199;38680;arinos;MG
6200;38689;chapada gaucha;MG
6201;38700;patos de minas;MG
6202;38701;patos de minas;MG
6203;38702;patos de minas;MG
6204;38703;patos de minas;MG
